height_in_a,weight_lb_a,reach_in_a,age_a,slpm_a,str_acc_dec_a,sapm_a,str_def_dec_a,td_avg_a,td_acc_dec_a,td_def_dec_a,sub_avg_a,height_in_b,weight_lb_b,reach_in_b,age_b,slpm_b,str_acc_dec_b,sapm_b,str_def_dec_b,td_avg_b,td_acc_dec_b,td_def_dec_b,sub_avg_b,hist_fights_a,hist_wins_a,hist_losses_a,hist_win_rate_a,hist_strike_acc_a,hist_td_acc_a,hist_sub_avg_a,hist_ctrl_avg_a,hist_finish_rate_a,hist_fights_b,hist_wins_b,hist_losses_b,hist_win_rate_b,hist_strike_acc_b,hist_td_acc_b,hist_sub_avg_b,hist_ctrl_avg_b,hist_finish_rate_b,height_in_diff,weight_lb_diff,reach_in_diff,age_diff,slpm_diff,str_acc_dec_diff,sapm_diff,str_def_dec_diff,td_avg_diff,td_acc_dec_diff,td_def_dec_diff,sub_avg_diff,hist_fights_diff,hist_wins_diff,hist_losses_diff,hist_win_rate_diff,hist_strike_acc_diff,hist_td_acc_diff,hist_sub_avg_diff,hist_ctrl_avg_diff,hist_finish_rate_diff,stance_a_Orthodox,stance_a_Sideways,stance_a_Southpaw,stance_a_Switch,stance_a_Unknown,stance_b_Orthodox,stance_b_Sideways,stance_b_Southpaw,stance_b_Switch,stance_b_Unknown,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Other,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,target
70.0,155.0,70.0,44.0,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,67.0,155.0,71.0,46.0,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,13,7,6,0.5384615384615384,0.37574406299548296,0.42202380952380947,0.9230769230769231,129.6153846153846,0.42857142857142855,6,3,3,0.5,0.3978673585925845,0.3214285714285714,0.3333333333333333,46.0,0.3333333333333333,3.0,0.0,-1.0,-2.0,1.83,0.030000000000000027,-2.0700000000000003,0.040000000000000036,1.3800000000000001,0.17,-0.010000000000000009,0.7,7,4,3,0.038461538461538436,-0.022123295597101522,0.10059523809523807,0.5897435897435899,83.61538461538461,0.09523809523809523,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
71.0,155.0,73.0,39.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,69.0,155.0,70.0,41.0,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2,3,3,0,1.0,0.523420955489499,0.8333333333333334,0.3333333333333333,332.6666666666667,0.3333333333333333,2,2,0,1.0,0.5107206670637284,0.45454545454545453,0.5,84.5,0.0,2.0,0.0,3.0,-2.0,-0.7300000000000004,0.0,-0.07999999999999963,-0.030000000000000027,0.9500000000000001,-0.18999999999999995,-0.040000000000000036,0.0,1,1,0,0.0,0.012700288425770534,0.37878787878787884,-0.16666666666666669,248.16666666666669,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73.0,170.0,74.0,36.0,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,72.0,170.0,74.0,41.0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,2,0,2,0.0,0.4038160469667319,0.25,0.5,94.5,0.5714285714285714,7,4,3,0.5714285714285714,0.523445337731052,0.3333333333333333,0.8571428571428571,69.14285714285714,1.0,1.0,0.0,0.0,-5.0,0.7000000000000002,-0.08999999999999997,-0.04999999999999982,0.15000000000000002,0.10999999999999999,-0.019999999999999962,0.18999999999999995,-0.8999999999999999,-5,-4,-1,-0.5714285714285714,-0.11962929076432005,-0.08333333333333331,-0.3571428571428571,25.35714285714286,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73.0,185.0,77.0,47.0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2,75.0,230.0,78.0,37.0,5.8,0.44,5.08,0.5,0.71,0.33,0.67,0.6,1,0,1,0.0,0.44680851063829785,0.0,0.0,120.0,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,-45.0,-1.0,10.0,-2.82,0.010000000000000009,-2.13,0.07999999999999996,0.24,0.22000000000000003,-0.17000000000000004,-0.39999999999999997,1,0,1,-0.6666666666666666,-0.026340688213992436,-0.45454545454545453,-0.2857142857142857,3.8888888888888857,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
72.0,205.0,74.0,47.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,73.0,253.0,75.0,40.0,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,10,4,6,0.4,0.4862022300625866,0.3020833333333333,0.2,100.5,0.75,1,1,0,1.0,0.7,0.45454545454545453,0.0,3.0,1.0,-1.0,-48.0,-1.0,7.0,-1.4500000000000002,-0.11999999999999994,1.3599999999999999,-0.10999999999999999,-0.5299999999999999,-0.16000000000000003,-0.07999999999999996,-0.3,9,3,6,-0.6,-0.21379776993741334,-0.15246212121212122,0.2,97.5,-0.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66.0,145.0,70.0,47.0,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,69.0,155.0,74.0,37.0,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,17,11,6,0.6470588235294118,0.33909278734435855,0.3576923076923077,0.23529411764705882,112.82352941176471,0.45454545454545453,4,4,0,1.0,0.4060242487799718,0.9,0.0,133.75,0.75,-3.0,-10.0,-4.0,10.0,-1.4500000000000002,-0.16999999999999998,-1.9900000000000002,0.10999999999999999,0.19999999999999996,-0.23000000000000004,-0.010000000000000009,0.19999999999999998,13,7,6,-0.3529411764705882,-0.06693146143561324,-0.5423076923076924,0.23529411764705882,-20.92647058823529,-0.29545454545454547,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69.0,170.0,70.0,42.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,73.0,155.0,73.0,42.0,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,11,9,2,0.8181818181818182,0.46088913676076415,0.4577922077922078,0.8181818181818182,292.09090909090907,0.1111111111111111,16,13,3,0.8125,0.47914049735230263,0.46861471861471865,0.4375,77.6875,0.6153846153846154,-4.0,15.0,-3.0,0.0,-1.48,-0.010000000000000009,-2.6900000000000004,0.09999999999999998,1.24,0.12,-0.09999999999999998,-0.3999999999999999,-5,-4,-1,0.005681818181818232,-0.01825136059153848,-0.010822510822510845,0.38068181818181823,214.40340909090907,-0.5042735042735043,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72.0,185.0,75.0,36.0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,74.0,170.0,75.0,42.0,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,1,0,1,0.0,0.38095238095238093,0.0,0.0,5.0,0.5714285714285714,6,3,3,0.5,0.4497501156144919,0.3333333333333333,0.16666666666666666,39.0,0.3333333333333333,-2.0,15.0,0.0,-6.0,-3.4299999999999997,-0.03999999999999998,-0.7599999999999998,-0.18,-0.7899999999999999,-0.2,0.020000000000000018,0.49999999999999994,-5,-3,-2,-0.5,-0.06879773466211098,-0.3333333333333333,-0.16666666666666666,-34.0,0.23809523809523808,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71.0,155.0,72.0,36.0,4.17,0.48,3.57,0.59,1.67,0.41,0.62,0.5,69.0,145.0,69.0,43.0,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,3,1,2,0.3333333333333333,0.505331088664422,0.47619047619047616,0.3333333333333333,255.66666666666666,0.0,2.0,10.0,3.0,-7.0,2.26,-0.06000000000000005,1.2599999999999998,0.010000000000000009,-1.3000000000000003,-0.050000000000000044,0.29,0.0,-3,-1,-2,0.3095238095238096,-0.03363879090552768,-0.02714371932286369,-0.047619047619047616,-139.16666666666666,0.5714285714285714,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
70.0,185.0,75.0,37.0,5.4,0.51,3.94,0.43,0.0,0.0,1.0,0.0,69.0,185.0,73.0,43.0,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,4,1,3,0.25,0.6259791795506081,0.3333333333333333,0.5,75.5,1.0,1.0,0.0,2.0,-6.0,3.1700000000000004,0.04999999999999999,0.8399999999999999,-0.14999999999999997,-0.36,-0.07,0.47,-0.7,-4,-1,-3,0.3928571428571429,-0.1542868817917138,0.11571342353427916,-0.2142857142857143,41.0,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68.0,155.0,69.0,41.0,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,70.0,145.0,71.0,41.0,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,3,1,2,0.3333333333333333,0.43861779326895606,0.41111111111111115,0.3333333333333333,323.6666666666667,0.0,11,8,3,0.7272727272727273,0.25768170187869227,0.34119047619047616,1.2727272727272727,263.45454545454544,0.25,-2.0,10.0,-2.0,0.0,-1.3199999999999998,0.02999999999999997,-0.029999999999999805,0.040000000000000036,-0.3700000000000001,0.04999999999999999,0.19999999999999996,-0.6000000000000001,-8,-7,-1,-0.393939393939394,0.1809360913902638,0.069920634920635,-0.9393939393939394,60.21212121212125,-0.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
67.0,135.0,69.0,42.0,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,70.0,125.0,71.0,36.0,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2,2,1,1,0.5,0.31568078870237143,0.225,2.0,147.0,1.0,1,1,0,1.0,0.625,0.0,1.0,32.0,1.0,-3.0,10.0,-2.0,6.0,-0.08000000000000007,-0.03999999999999998,0.6699999999999999,0.07999999999999996,-0.6499999999999999,-0.21,0.09000000000000002,0.0,1,0,1,-0.5,-0.30931921129762857,0.225,1.0,115.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.0,185.0,79.0,41.0,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,74.0,170.0,75.0,43.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,4,2,2,0.5,0.509795729658518,0.6388888888888888,0.25,103.75,0.5,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,15.0,4.0,-2.0,0.009999999999999787,-0.12,0.5900000000000003,0.030000000000000027,0.54,0.38,-0.06999999999999995,0.1,4,2,2,-0.16666666666666663,0.03664653080622776,0.1843434343434343,-0.0357142857142857,-12.361111111111114,-0.0714285714285714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70.0,155.0,71.0,42.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,71.0,155.0,70.0,39.0,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,23,15,8,0.6521739130434783,0.36271484138011845,0.5671840785477149,0.6956521739130435,261.4347826086956,0.3333333333333333,4,4,0,1.0,0.42468206886780574,0.7051282051282051,0.0,228.75,0.25,-1.0,0.0,1.0,3.0,-1.11,-0.03999999999999998,-0.3700000000000001,-0.010000000000000009,2.1,0.27,0.15000000000000002,0.8,19,11,8,-0.34782608695652173,-0.06196722748768729,-0.13794412658049016,0.6956521739130435,32.68478260869563,0.08333333333333331,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.0,125.0,69.0,37.0,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,68.0,125.0,67.0,42.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,2,1,1,0.5,0.46130268199233715,0.25,0.5,251.5,1.0,1,0,1,0.0,0.0,0.45454545454545453,0.0,0.0,0.5714285714285714,2.0,0.0,2.0,-5.0,0.8599999999999999,0.14,0.26000000000000023,0.040000000000000036,2.88,0.47,0.51,1.3,1,1,0,0.5,0.46130268199233715,-0.20454545454545453,0.5,251.5,0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73.0,170.0,75.0,38.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,70.0,170.0,74.0,38.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,2,2,0,1.0,0.4044902912621359,0.3357142857142857,0.5,136.5,0.5,5,3,2,0.6,0.3285571228200316,0.25,0.0,76.4,0.0,3.0,0.0,1.0,0.0,-1.75,0.12,-1.0099999999999998,-0.04999999999999993,2.32,-0.1,0.1499999999999999,0.4,-3,-1,-2,0.4,0.07593316844210435,0.08571428571428569,0.5,60.099999999999994,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71.0,155.0,73.0,36.0,1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3,70.0,155.0,72.0,36.0,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,1,0,1.0,0.1780821917808219,0.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,-2.3100000000000005,0.02999999999999997,-0.4900000000000002,-0.06999999999999995,0.050000000000000044,-0.040000000000000036,-0.21999999999999997,0.09999999999999998,-1,-1,0,-0.3571428571428571,0.2936101059780724,0.4490467568676125,-0.7142857142857143,104.5,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69.0,145.0,70.0,36.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0,69.0,145.0,69.0,39.0,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,2,0,2,0.0,0.6153846153846154,0.4490467568676125,0.0,94.0,0.5714285714285714,1,0,1,0.0,0.24175824175824176,0.5,1.0,55.0,0.5714285714285714,0.0,0.0,1.0,-3.0,0.10000000000000009,0.25,-1.7199999999999998,0.09000000000000008,-0.33999999999999986,0.20000000000000007,0.14,-1.0,1,0,1,0.0,0.37362637362637363,-0.05095324313238753,-1.0,39.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70.0,155.0,70.0,38.0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,71.0,155.0,71.0,36.0,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8,1,1,0,1.0,0.0,1.0,1.0,45.0,1.0,2,2,0,1.0,0.4375,0.45,1.5,346.5,0.0,-1.0,0.0,-1.0,2.0,0.41999999999999993,0.050000000000000044,-0.1299999999999999,-0.020000000000000018,0.8500000000000001,0.21000000000000002,-0.1399999999999999,0.30000000000000004,-1,-1,0,0.0,-0.4375,0.55,-0.5,-301.5,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67.0,125.0,67.0,40.0,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,66.0,135.0,68.0,34.0,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,1,0,1,0.0,0.36936936936936937,0.0,0.0,112.0,0.5714285714285714,1,0,1,0.0,0.23255813953488372,0.45454545454545453,0.0,16.0,0.5714285714285714,1.0,-10.0,-1.0,6.0,-0.020000000000000018,-0.019999999999999962,0.6100000000000003,0.05999999999999994,-0.95,-0.71,-0.35,-0.4,0,0,0,0.0,0.13681122983448565,-0.45454545454545453,0.0,96.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68.0,170.0,70.0,41.0,3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,72.0,170.0,76.0,40.0,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,16,11,5,0.6875,0.398360761714884,0.3739441930618401,0.75,166.5625,0.45454545454545453,19,12,7,0.631578947368421,0.4363350370690917,0.38163992869875224,1.2105263157894737,100.0,0.8333333333333334,-4.0,0.0,-6.0,1.0,-1.0900000000000003,0.019999999999999962,-0.54,0.07999999999999996,0.8999999999999999,0.04999999999999999,0.13000000000000006,-0.7000000000000001,-3,-1,-2,0.05592105263157898,-0.03797427535420772,-0.0076957356369121155,-0.4605263157894737,66.5625,-0.37878787878787884,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
67.0,170.0,72.0,43.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,71.0,170.0,72.0,39.0,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,11,6,5,0.5454545454545454,0.5588820390075603,0.48807556080283354,0.45454545454545453,229.63636363636363,0.3333333333333333,5,1,4,0.2,0.4297750536782775,0.45454545454545453,0.0,22.6,0.0,-4.0,0.0,0.0,4.0,-1.38,0.03999999999999998,0.33999999999999986,-0.12,2.43,0.07,-0.26,0.30000000000000004,6,5,1,0.3454545454545454,0.12910698532928278,0.03353010625737901,0.45454545454545453,207.03636363636363,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.0,265.0,80.0,45.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,83.0,265.0,84.0,38.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,5,2,3,0.4,0.7842814874505015,0.3333333333333333,0.0,211.0,0.5,13,9,4,0.6923076923076923,0.4700605315739717,0.75,1.4615384615384615,60.53846153846154,0.8888888888888888,-7.0,0.0,-4.0,7.0,0.5499999999999998,0.17000000000000004,-1.6,0.10999999999999993,0.8599999999999999,0.09000000000000002,0.17999999999999994,-0.8999999999999999,-8,-7,-1,-0.29230769230769227,0.3142209558765298,-0.4166666666666667,-1.4615384615384615,150.46153846153845,-0.38888888888888884,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
77.0,205.0,76.0,39.0,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,73.0,205.0,74.0,42.0,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,1,0,1,0.0,0.2,0.4490467568676125,0.0,0.0,0.5714285714285714,2,0,2,0.0,0.5390350877192982,0.0,1.0,206.5,0.5714285714285714,4.0,0.0,2.0,-3.0,2.2700000000000005,-0.02999999999999997,0.05000000000000071,0.03999999999999998,0.0,0.0,0.2,-0.5,-1,0,-1,0.0,-0.3390350877192982,0.4490467568676125,-1.0,-206.5,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66.0,115.0,65.0,38.0,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,64.0,115.0,63.0,37.0,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,1,1,0,1.0,0.27380952380952384,0.4490467568676125,0.0,9.0,0.0,1,1,0,1.0,0.4268292682926829,0.8333333333333334,2.0,436.0,0.0,2.0,0.0,2.0,1.0,2.97,0.07,-1.3200000000000003,0.050000000000000044,-2.76,0.2,0.22000000000000008,-0.6,0,0,0,0.0,-0.15301974448315908,-0.3842865764657209,-2.0,-427.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
68.0,135.0,69.0,39.0,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,65.0,135.0,69.0,39.0,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,1,0,1,0.0,0.1111111111111111,0.0,3.0,21.0,0.5714285714285714,3.0,0.0,0.0,0.0,3.8200000000000003,0.29,-3.6900000000000004,0.25000000000000006,0.48,0.14,0.61,-11.6,-1,0,-1,0.6428571428571429,0.3605811866477832,0.4490467568676125,-2.7142857142857144,95.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68.0,155.0,71.0,41.0,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,68.0,155.0,70.0,37.0,4.48,0.41,4.33,0.53,0.61,0.16,0.58,0.1,8,3,5,0.375,0.39600632657700063,0.7333333333333333,0.75,151.625,0.6666666666666666,2,0,2,0.0,0.327869138039161,0.0,0.0,181.5,0.5714285714285714,0.0,0.0,1.0,4.0,-1.5600000000000005,-0.06999999999999995,-1.7800000000000002,0.04999999999999993,2.8800000000000003,0.37,0.08000000000000007,0.7000000000000001,6,3,3,0.375,0.06813718853783962,0.7333333333333333,0.75,-29.875,0.09523809523809523,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74.0,170.0,77.0,42.0,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,72.0,185.0,70.0,43.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,8,5,3,0.625,0.6578644530457002,0.3333333333333333,1.125,103.25,0.8,8,4,4,0.5,0.4140478056426332,0.673611111111111,0.25,101.25,0.75,2.0,-15.0,7.0,-1.0,0.8199999999999998,-0.010000000000000009,1.8900000000000001,-0.05999999999999994,-2.25,-0.15000000000000002,0.040000000000000036,0.7000000000000001,0,1,-1,0.125,0.24381664740306697,-0.34027777777777773,0.875,2.0,0.050000000000000044,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
75.0,265.0,82.0,47.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,74.0,242.0,76.0,46.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,11,8,3,0.7272727272727273,0.5487524822719752,0.4490467568676125,0.36363636363636365,34.45454545454545,0.875,18,11,7,0.6111111111111112,0.559699058409169,0.5902777777777778,0.5555555555555556,79.66666666666667,1.0,1.0,23.0,6.0,1.0,1.4299999999999997,0.04999999999999999,-0.1499999999999999,0.07000000000000006,-2.8,-0.39,-0.10999999999999999,-0.40000000000000013,-7,-3,-4,0.11616161616161613,-0.010946576137193853,-0.14123102091016532,-0.19191919191919193,-45.21212121212122,-0.125,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66.0,125.0,66.0,41.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,68.0,125.0,72.0,39.0,1.8,0.38,4.28,0.38,0.0,0.0,0.67,0.4,6,4,2,0.6666666666666666,0.3743665971736147,0.3,0.8333333333333334,55.5,0.75,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-2.0,0.0,-6.0,2.0,0.7699999999999998,0.04999999999999999,-1.7300000000000004,0.18000000000000005,0.62,0.23,-0.23000000000000004,0.7000000000000001,6,4,2,0.0,-0.09878260167867559,-0.15454545454545454,0.5476190476190477,-60.611111111111114,0.1785714285714286,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
69.0,155.0,71.0,37.0,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,72.0,155.0,72.0,45.0,3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,1,0,1,0.0,0.33884297520661155,0.375,2.0,211.0,0.5714285714285714,2,0,2,0.0,0.4305555555555556,0.0,1.0,22.5,0.5714285714285714,-3.0,0.0,-1.0,-8.0,-0.4700000000000002,-0.04999999999999999,0.41000000000000014,0.08000000000000002,2.53,0.58,0.5,-0.20000000000000007,-1,0,-1,0.0,-0.09171258034894403,0.375,1.0,188.5,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
69.0,155.0,72.0,40.0,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,72.0,185.0,72.0,36.0,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3,1,1,0,1.0,0.5945945945945946,0.3,2.0,389.0,0.0,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-3.0,-30.0,0.0,4.0,-3.7299999999999995,-0.010000000000000009,-1.1399999999999997,0.03999999999999998,3.04,0.18000000000000002,-0.5,0.8,1,1,0,0.33333333333333337,0.12144539574230434,-0.15454545454545454,1.7142857142857144,272.8888888888889,-0.5714285714285714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64.0,135.0,64.0,39.0,3.83,0.47,3.84,0.57,1.78,0.29,0.72,0.1,67.0,135.0,71.0,36.0,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,4,2,2,0.5,0.24088523483684773,0.25,1.75,52.5,1.0,-3.0,0.0,-7.0,3.0,2.5,0.26,0.020000000000000018,0.05999999999999994,0.85,-0.08000000000000002,0.21999999999999997,-2.1,-4,-2,-2,0.1428571428571429,0.23080706292204659,0.19904675686761247,-1.4642857142857144,64.0,-0.4285714285714286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76.0,240.0,80.0,43.0,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0,76.0,238.0,77.0,42.0,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,7,6,1,0.8571428571428571,0.4800404357851133,0.6059523809523809,0.0,115.42857142857143,0.5,12,10,2,0.8333333333333334,0.5258281849890035,0.5,0.08333333333333333,26.25,0.8,0.0,2.0,3.0,1.0,0.17999999999999972,0.050000000000000044,0.6799999999999997,-0.040000000000000036,1.44,-0.15999999999999998,-0.16000000000000003,-0.1,-5,-4,-1,0.023809523809523725,-0.04578774920389023,0.10595238095238091,-0.08333333333333333,89.17857142857143,-0.30000000000000004,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61.0,115.0,63.0,38.0,2.19,0.39,2.87,0.54,3.28,0.36,0.47,0.3,65.0,125.0,65.0,33.0,3.5,0.41,3.38,0.63,1.47,0.48,0.62,0.3,0,0,0,0.6428571428571429,0.4716922977588943,0.4490467568676125,0.2857142857142857,116.5,0.5714285714285714,0,0,0,0.6666666666666666,0.4731491988522903,0.45454545454545453,0.2857142857142857,116.11111111111111,0.5714285714285714,-4.0,-10.0,-2.0,5.0,-1.31,-0.019999999999999962,-0.5099999999999998,-0.08999999999999997,1.8099999999999998,-0.12,-0.15000000000000002,0.0,0,0,0,-0.023809523809523725,-0.001456901093395968,-0.005498697677842057,0.0,0.38888888888888573,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
